bootstrap,AFL_f1_12lead,AFL_f1_II_V1,delta
335,0.8840336134453781,0.8819444444444444,-0.0020891690009336994
336,0.8837209302325582,0.9017543859649123,0.018033455732354153
337,0.9006211180124224,0.9072847682119205,0.006663650199498106
338,0.9021558872305141,0.9065743944636678,0.0044185072331537345
339,0.8814691151919867,0.9198606271777003,0.03839151198571367
340,0.8881578947368421,0.8934707903780069,0.005312895641164772
341,0.9158576051779935,0.9122203098106713,-0.0036372953673222685
342,0.9019607843137255,0.8847583643122676,-0.017202420001457885
343,0.8805237315875614,0.8936170212765957,0.013093289689034338
344,0.8885191347753744,0.8989547038327527,0.010435569057378302
345,0.8884955752212389,0.874296435272045,-0.014199139949193862
346,0.9242902208201893,0.9070146818923328,-0.017275538927856493
347,0.9096573208722741,0.9429037520391517,0.03324643116687753
348,0.9061488673139159,0.9038785834738617,-0.0022702838400541214
349,0.8907563025210085,0.8924731182795699,0.0017168157585614185
350,0.9008695652173913,0.8929219600725953,-0.007947605144795977
351,0.9090909090909091,0.9006622516556292,-0.008428657435279874
352,0.8842443729903537,0.8993288590604027,0.015084486070048975
353,0.8909952606635071,0.9018302828618968,0.010835022198389721
354,0.889589905362776,0.9024793388429752,0.012889433480199108
355,0.8936170212765957,0.9087779690189329,0.015160947742337227
356,0.8756218905472637,0.9037800687285223,0.028158178181258653
357,0.9001692047377327,0.8920353982300885,-0.00813380650764417
358,0.875,0.9087719298245615,0.03377192982456145
359,0.9294871794871795,0.9315960912052117,0.0021089117180321804
360,0.8760611205432938,0.910394265232975,0.03433314468968118
361,0.8774834437086093,0.8865619546247818,0.00907851091617251
362,0.9052969502407705,0.9170896785109983,0.011792728270227815
363,0.8992248062015504,0.9155844155844156,0.01635960938286518
364,0.881578947368421,0.89198606271777,0.010407115349349016
365,0.895330112721417,0.9,0.004669887278582974
366,0.895330112721417,0.8959731543624161,0.0006430416409990425
367,0.8848080133555927,0.8939929328621908,0.009184919506598166
368,0.8993506493506493,0.9016949152542373,0.0023442659035879387
369,0.8716216216216216,0.8916518650088809,0.02003024338725934
370,0.8957055214723927,0.9120521172638436,0.016346595791450924
371,0.9054263565891473,0.9082125603864735,0.002786203797326192
372,0.8959731543624161,0.9084507042253521,0.012477549862936033
