model,fpr,tpr,threshold,curve,model_key,display_model,precision,recall
Fleury2024 modular,,,0.99851805,PR,fleury2024,Fleury2024 Modular,0.3004869000695571,0.8537549407114624
Fleury2024 modular,,,0.9985201,PR,fleury2024,Fleury2024 Modular,0.300556586270872,0.8537549407114624
Fleury2024 modular,,,0.9985261,PR,fleury2024,Fleury2024 Modular,0.3006263048016701,0.8537549407114624
Fleury2024 modular,,,0.99852777,PR,fleury2024,Fleury2024 Modular,0.3006960556844547,0.8537549407114624
Fleury2024 modular,,,0.99853015,PR,fleury2024,Fleury2024 Modular,0.3007658389417498,0.8537549407114624
Fleury2024 modular,,,0.9985304,PR,fleury2024,Fleury2024 Modular,0.3008356545961003,0.8537549407114624
Fleury2024 modular,,,0.9985341,PR,fleury2024,Fleury2024 Modular,0.300905502670072,0.8537549407114624
Fleury2024 modular,,,0.99853444,PR,fleury2024,Fleury2024 Modular,0.3009753831862517,0.8537549407114624
Fleury2024 modular,,,0.9985347,PR,fleury2024,Fleury2024 Modular,0.3008130081300813,0.8530961791831357
Fleury2024 modular,,,0.9985379,PR,fleury2024,Fleury2024 Modular,0.3008828996282527,0.8530961791831357
Fleury2024 modular,,,0.99854183,PR,fleury2024,Fleury2024 Modular,0.3007204276086451,0.852437417654809
Fleury2024 modular,,,0.9985435,PR,fleury2024,Fleury2024 Modular,0.300790330079033,0.852437417654809
Fleury2024 modular,,,0.998552,PR,fleury2024,Fleury2024 Modular,0.3008602650546385,0.852437417654809
Fleury2024 modular,,,0.9985557,PR,fleury2024,Fleury2024 Modular,0.3009302325581395,0.852437417654809
Fleury2024 modular,,,0.9985593,PR,fleury2024,Fleury2024 Modular,0.3010002326122354,0.852437417654809
Fleury2024 modular,,,0.99856937,PR,fleury2024,Fleury2024 Modular,0.3010702652396463,0.852437417654809
Fleury2024 modular,,,0.9985739,PR,fleury2024,Fleury2024 Modular,0.3011403304631138,0.852437417654809
Fleury2024 modular,,,0.99857485,PR,fleury2024,Fleury2024 Modular,0.3009776536312849,0.8517786561264822
Fleury2024 modular,,,0.9985757,PR,fleury2024,Fleury2024 Modular,0.3010477299185099,0.8517786561264822
Fleury2024 modular,,,0.9985844,PR,fleury2024,Fleury2024 Modular,0.3011178388448998,0.8517786561264822
Fleury2024 modular,,,0.9985856,PR,fleury2024,Fleury2024 Modular,0.3011879804332634,0.8517786561264822
Fleury2024 modular,,,0.9985868,PR,fleury2024,Fleury2024 Modular,0.3012581547064306,0.8517786561264822
Fleury2024 modular,,,0.9985942,PR,fleury2024,Fleury2024 Modular,0.3013283616872524,0.8517786561264822
Fleury2024 modular,,,0.99860364,PR,fleury2024,Fleury2024 Modular,0.3013986013986014,0.8517786561264822
Fleury2024 modular,,,0.9986058,PR,fleury2024,Fleury2024 Modular,0.3012357192818838,0.8511198945981555
Fleury2024 modular,,,0.99860674,PR,fleury2024,Fleury2024 Modular,0.3013059701492537,0.8511198945981555
Fleury2024 modular,,,0.9986112,PR,fleury2024,Fleury2024 Modular,0.3013762537905295,0.8511198945981555
Fleury2024 modular,,,0.9986247,PR,fleury2024,Fleury2024 Modular,0.3014465702286514,0.8511198945981555
Fleury2024 modular,,,0.9986387,PR,fleury2024,Fleury2024 Modular,0.3015169194865811,0.8511198945981555
Fleury2024 modular,,,0.99864095,PR,fleury2024,Fleury2024 Modular,0.3013538748832866,0.8504611330698287
Fleury2024 modular,,,0.998643,PR,fleury2024,Fleury2024 Modular,0.3011907541442913,0.849802371541502
Fleury2024 modular,,,0.9986438,PR,fleury2024,Fleury2024 Modular,0.3012610929472209,0.849802371541502
Fleury2024 modular,,,0.9986461,PR,fleury2024,Fleury2024 Modular,0.3013314646110722,0.849802371541502
Fleury2024 modular,,,0.9986528,PR,fleury2024,Fleury2024 Modular,0.3014018691588785,0.849802371541502
Fleury2024 modular,,,0.99865615,PR,fleury2024,Fleury2024 Modular,0.3014723066136948,0.849802371541502
Fleury2024 modular,,,0.9986626,PR,fleury2024,Fleury2024 Modular,0.3013090229079009,0.8491436100131752
Fleury2024 modular,,,0.9986632,PR,fleury2024,Fleury2024 Modular,0.3011456628477905,0.8484848484848485
Fleury2024 modular,,,0.9986638,PR,fleury2024,Fleury2024 Modular,0.3009822263797942,0.8478260869565217
Fleury2024 modular,,,0.9986651,PR,fleury2024,Fleury2024 Modular,0.3010526315789473,0.8478260869565217
Fleury2024 modular,,,0.9986659,PR,fleury2024,Fleury2024 Modular,0.3008890968647636,0.847167325428195
Fleury2024 modular,,,0.99866664,PR,fleury2024,Fleury2024 Modular,0.3009595132225602,0.847167325428195
Fleury2024 modular,,,0.99866843,PR,fleury2024,Fleury2024 Modular,0.3010299625468164,0.847167325428195
Fleury2024 modular,,,0.9986689,PR,fleury2024,Fleury2024 Modular,0.3011004448606884,0.847167325428195
Fleury2024 modular,,,0.9986707,PR,fleury2024,Fleury2024 Modular,0.3011709601873536,0.847167325428195
Fleury2024 modular,,,0.9986712,PR,fleury2024,Fleury2024 Modular,0.3012415085500117,0.847167325428195
Fleury2024 modular,,,0.9986739,PR,fleury2024,Fleury2024 Modular,0.3013120899718838,0.847167325428195
Fleury2024 modular,,,0.99867505,PR,fleury2024,Fleury2024 Modular,0.3011483477853293,0.8465085638998683
Fleury2024 modular,,,0.9986772,PR,fleury2024,Fleury2024 Modular,0.3012189404594468,0.8465085638998683
Fleury2024 modular,,,0.9986842,PR,fleury2024,Fleury2024 Modular,0.3010550996483001,0.8458498023715415
Fleury2024 modular,,,0.998689,PR,fleury2024,Fleury2024 Modular,0.3011257035647279,0.8458498023715415
Fleury2024 modular,,,0.99868923,PR,fleury2024,Fleury2024 Modular,0.3011963406052076,0.8458498023715415
Fleury2024 modular,,,0.9986908,PR,fleury2024,Fleury2024 Modular,0.3012670107930549,0.8458498023715415
Fleury2024 modular,,,0.99869424,PR,fleury2024,Fleury2024 Modular,0.3013377141516076,0.8458498023715415
Fleury2024 modular,,,0.998696,PR,fleury2024,Fleury2024 Modular,0.3014084507042253,0.8458498023715415
Fleury2024 modular,,,0.99869746,PR,fleury2024,Fleury2024 Modular,0.3012444235736088,0.8451910408432147
Fleury2024 modular,,,0.9986975,PR,fleury2024,Fleury2024 Modular,0.3013151714419915,0.8451910408432147
Fleury2024 modular,,,0.99870133,PR,fleury2024,Fleury2024 Modular,0.3013859525487432,0.8451910408432147
Fleury2024 modular,,,0.99870217,PR,fleury2024,Fleury2024 Modular,0.3014567669172932,0.8451910408432147
Fleury2024 modular,,,0.9987066,PR,fleury2024,Fleury2024 Modular,0.3015276145710928,0.8451910408432147
Fleury2024 modular,,,0.9987092,PR,fleury2024,Fleury2024 Modular,0.3013634226610249,0.8445322793148881
Fleury2024 modular,,,0.99871004,PR,fleury2024,Fleury2024 Modular,0.3014342816835175,0.8445322793148881
Fleury2024 modular,,,0.99872005,PR,fleury2024,Fleury2024 Modular,0.3015051740357479,0.8445322793148881
Fleury2024 modular,,,0.9987208,PR,fleury2024,Fleury2024 Modular,0.3015760997412373,0.8445322793148881
Fleury2024 modular,,,0.9987212,PR,fleury2024,Fleury2024 Modular,0.3016470588235294,0.8445322793148881
Fleury2024 modular,,,0.9987275,PR,fleury2024,Fleury2024 Modular,0.3017180513061896,0.8445322793148881
Fleury2024 modular,,,0.9987305,PR,fleury2024,Fleury2024 Modular,0.301789077212806,0.8445322793148881
Fleury2024 modular,,,0.9987317,PR,fleury2024,Fleury2024 Modular,0.3018601365669884,0.8445322793148881
Fleury2024 modular,,,0.99873406,PR,fleury2024,Fleury2024 Modular,0.3019312293923692,0.8445322793148881
Fleury2024 modular,,,0.99874264,PR,fleury2024,Fleury2024 Modular,0.3017667844522968,0.8438735177865613
Fleury2024 modular,,,0.99874735,PR,fleury2024,Fleury2024 Modular,0.3018378887841659,0.8438735177865613
Fleury2024 modular,,,0.9987483,PR,fleury2024,Fleury2024 Modular,0.3019090266320999,0.8438735177865613
Fleury2024 modular,,,0.99874914,PR,fleury2024,Fleury2024 Modular,0.3017444601603017,0.8432147562582345
Fleury2024 modular,,,0.9987501,PR,fleury2024,Fleury2024 Modular,0.3018156095260552,0.8432147562582345
Fleury2024 modular,,,0.99875295,PR,fleury2024,Fleury2024 Modular,0.3018867924528302,0.8432147562582345
Fleury2024 modular,,,0.99875534,PR,fleury2024,Fleury2024 Modular,0.3017221042698749,0.8425559947299077
Fleury2024 modular,,,0.9987581,PR,fleury2024,Fleury2024 Modular,0.301793298725814,0.8425559947299077
Fleury2024 modular,,,0.9987582,PR,fleury2024,Fleury2024 Modular,0.3016285107387302,0.841897233201581
Fleury2024 modular,,,0.9987607,PR,fleury2024,Fleury2024 Modular,0.301699716713881,0.841897233201581
Fleury2024 modular,,,0.99876297,PR,fleury2024,Fleury2024 Modular,0.3017709563164109,0.841897233201581
Fleury2024 modular,,,0.99876356,PR,fleury2024,Fleury2024 Modular,0.3016060462919225,0.8412384716732543
Fleury2024 modular,,,0.9987643,PR,fleury2024,Fleury2024 Modular,0.3016772974249941,0.8412384716732543
Fleury2024 modular,,,0.998765,PR,fleury2024,Fleury2024 Modular,0.3017485822306238,0.8412384716732543
Fleury2024 modular,,,0.99876547,PR,fleury2024,Fleury2024 Modular,0.3015835499881825,0.8405797101449275
Fleury2024 modular,,,0.9987674,PR,fleury2024,Fleury2024 Modular,0.3016548463356974,0.8405797101449275
Fleury2024 modular,,,0.9987747,PR,fleury2024,Fleury2024 Modular,0.3017261764010404,0.8405797101449275
Fleury2024 modular,,,0.9987808,PR,fleury2024,Fleury2024 Modular,0.3017975402081362,0.8405797101449275
Fleury2024 modular,,,0.9987871,PR,fleury2024,Fleury2024 Modular,0.3018689377809321,0.8405797101449275
Fleury2024 modular,,,0.9987909,PR,fleury2024,Fleury2024 Modular,0.301940369143398,0.8405797101449275
Fleury2024 modular,,,0.99879396,PR,fleury2024,Fleury2024 Modular,0.3020118343195266,0.8405797101449275
Fleury2024 modular,,,0.9988018,PR,fleury2024,Fleury2024 Modular,0.3020833333333333,0.8405797101449275
Fleury2024 modular,,,0.99880254,PR,fleury2024,Fleury2024 Modular,0.3021548662088563,0.8405797101449275
Fleury2024 modular,,,0.99880326,PR,fleury2024,Fleury2024 Modular,0.3022264329701563,0.8405797101449275
Fleury2024 modular,,,0.9988034,PR,fleury2024,Fleury2024 Modular,0.3020611229566453,0.8399209486166008
Fleury2024 modular,,,0.9988048,PR,fleury2024,Fleury2024 Modular,0.3021327014218009,0.8399209486166008
Fleury2024 modular,,,0.99880624,PR,fleury2024,Fleury2024 Modular,0.3019672908272102,0.839262187088274
Fleury2024 modular,,,0.9988071,PR,fleury2024,Fleury2024 Modular,0.3018018018018018,0.8386034255599473
Fleury2024 modular,,,0.99880767,PR,fleury2024,Fleury2024 Modular,0.3016362342897795,0.8379446640316206
Fleury2024 modular,,,0.9988098,PR,fleury2024,Fleury2024 Modular,0.301707779886148,0.8379446640316206
Fleury2024 modular,,,0.99881494,PR,fleury2024,Fleury2024 Modular,0.3017793594306049,0.8379446640316206
Fleury2024 modular,,,0.9988166,PR,fleury2024,Fleury2024 Modular,0.3018509729473184,0.8379446640316206
Fleury2024 modular,,,0.9988182,PR,fleury2024,Fleury2024 Modular,0.301685259909803,0.8372859025032938
Fleury2024 modular,,,0.99881953,PR,fleury2024,Fleury2024 Modular,0.3017568850902184,0.8372859025032938
Fleury2024 modular,,,0.99881965,PR,fleury2024,Fleury2024 Modular,0.3018285442887675,0.8372859025032938
Fleury2024 modular,,,0.99882215,PR,fleury2024,Fleury2024 Modular,0.3016627078384798,0.836627140974967
Fleury2024 modular,,,0.9988226,PR,fleury2024,Fleury2024 Modular,0.3017343787122832,0.836627140974967
Fleury2024 modular,,,0.99882525,PR,fleury2024,Fleury2024 Modular,0.3018778226764915,0.836627140974967
Fleury2024 modular,,,0.99883014,PR,fleury2024,Fleury2024 Modular,0.3017118402282454,0.8359683794466403
Fleury2024 modular,,,0.99883145,PR,fleury2024,Fleury2024 Modular,0.3017835909631391,0.8359683794466403
Fleury2024 modular,,,0.9988412,PR,fleury2024,Fleury2024 Modular,0.3018553758325404,0.8359683794466403
Fleury2024 modular,,,0.9988424,PR,fleury2024,Fleury2024 Modular,0.3017610661589719,0.8353096179183136
Fleury2024 modular,,,0.998844,PR,fleury2024,Fleury2024 Modular,0.3018328969293025,0.8353096179183136
Fleury2024 modular,,,0.99884605,PR,fleury2024,Fleury2024 Modular,0.3019047619047619,0.8353096179183136
Fleury2024 modular,,,0.9988463,PR,fleury2024,Fleury2024 Modular,0.301976661109788,0.8353096179183136
Fleury2024 modular,,,0.9988544,PR,fleury2024,Fleury2024 Modular,0.3020485945688423,0.8353096179183136
Fleury2024 modular,,,0.998855,PR,fleury2024,Fleury2024 Modular,0.3018822968787229,0.8346508563899868
Fleury2024 modular,,,0.99885726,PR,fleury2024,Fleury2024 Modular,0.301787842669845,0.83399209486166
Fleury2024 modular,,,0.9988599,PR,fleury2024,Fleury2024 Modular,0.3018597997138769,0.83399209486166
Fleury2024 modular,,,0.9988607,PR,fleury2024,Fleury2024 Modular,0.301931791080372,0.83399209486166
Fleury2024 modular,,,0.9988727,PR,fleury2024,Fleury2024 Modular,0.3020038167938931,0.83399209486166
Fleury2024 modular,,,0.99887294,PR,fleury2024,Fleury2024 Modular,0.3018372703412073,0.8333333333333334
Fleury2024 modular,,,0.99887496,PR,fleury2024,Fleury2024 Modular,0.301909307875895,0.8333333333333334
Fleury2024 modular,,,0.998877,PR,fleury2024,Fleury2024 Modular,0.3019813798042492,0.8333333333333334
Fleury2024 modular,,,0.9988783,PR,fleury2024,Fleury2024 Modular,0.3020534861509074,0.8333333333333334
Fleury2024 modular,,,0.9988788,PR,fleury2024,Fleury2024 Modular,0.3021256269405302,0.8333333333333334
Fleury2024 modular,,,0.9988803,PR,fleury2024,Fleury2024 Modular,0.3020310633213859,0.8326745718050066
Fleury2024 modular,,,0.99888295,PR,fleury2024,Fleury2024 Modular,0.3021032504780114,0.8326745718050066
Fleury2024 modular,,,0.99888796,PR,fleury2024,Fleury2024 Modular,0.3021754721491752,0.8326745718050066
Fleury2024 modular,,,0.99888927,PR,fleury2024,Fleury2024 Modular,0.3022477283596365,0.8326745718050066
Fleury2024 modular,,,0.9988894,PR,fleury2024,Fleury2024 Modular,0.3023200191341784,0.8326745718050066
Fleury2024 modular,,,0.99888974,PR,fleury2024,Fleury2024 Modular,0.3023923444976076,0.8326745718050066
Fleury2024 modular,,,0.99889225,PR,fleury2024,Fleury2024 Modular,0.3024647044747547,0.8326745718050066
Fleury2024 modular,,,0.9988949,PR,fleury2024,Fleury2024 Modular,0.3025370990904739,0.8326745718050066
Fleury2024 modular,,,0.9989042,PR,fleury2024,Fleury2024 Modular,0.3026095283696433,0.8326745718050066
Fleury2024 modular,,,0.99890494,PR,fleury2024,Fleury2024 Modular,0.3026819923371647,0.8326745718050066
Fleury2024 modular,,,0.99890685,PR,fleury2024,Fleury2024 Modular,0.3027544910179641,0.8326745718050066
Fleury2024 modular,,,0.9989102,PR,fleury2024,Fleury2024 Modular,0.3028270244369909,0.8326745718050066
Fleury2024 modular,,,0.99891484,PR,fleury2024,Fleury2024 Modular,0.3026599568655643,0.8320158102766798
Fleury2024 modular,,,0.9989152,PR,fleury2024,Fleury2024 Modular,0.3027325023969319,0.8320158102766798
Fleury2024 modular,,,0.9989177,PR,fleury2024,Fleury2024 Modular,0.3028050827139774,0.8320158102766798
Fleury2024 modular,,,0.99891806,PR,fleury2024,Fleury2024 Modular,0.3028776978417266,0.8320158102766798
Fleury2024 modular,,,0.9989201,PR,fleury2024,Fleury2024 Modular,0.3027831094049904,0.8313570487483531
Fleury2024 modular,,,0.998928,PR,fleury2024,Fleury2024 Modular,0.3028557715382769,0.8313570487483531
Fleury2024 modular,,,0.99893004,PR,fleury2024,Fleury2024 Modular,0.3026884301488238,0.8306982872200264
Fleury2024 modular,,,0.998931,PR,fleury2024,Fleury2024 Modular,0.3028338136407301,0.8306982872200264
Fleury2024 modular,,,0.9989378,PR,fleury2024,Fleury2024 Modular,0.3029065577708383,0.8306982872200264
Fleury2024 modular,,,0.99893814,PR,fleury2024,Fleury2024 Modular,0.3029793368572802,0.8306982872200264
Fleury2024 modular,,,0.9989385,PR,fleury2024,Fleury2024 Modular,0.3030521509252583,0.8306982872200264
Fleury2024 modular,,,0.9989391,PR,fleury2024,Fleury2024 Modular,0.3028846153846153,0.8300395256916996
Fleury2024 modular,,,0.9989397,PR,fleury2024,Fleury2024 Modular,0.3029574416927146,0.8300395256916996
Fleury2024 modular,,,0.9989398,PR,fleury2024,Fleury2024 Modular,0.3027898027898028,0.8293807641633728
Fleury2024 modular,,,0.9989447,PR,fleury2024,Fleury2024 Modular,0.3029355149181905,0.8293807641633728
Fleury2024 modular,,,0.99895155,PR,fleury2024,Fleury2024 Modular,0.3030084235860409,0.8293807641633728
Fleury2024 modular,,,0.9989519,PR,fleury2024,Fleury2024 Modular,0.3028406355320173,0.8287220026350461
Fleury2024 modular,,,0.9989542,PR,fleury2024,Fleury2024 Modular,0.3029135564652059,0.8287220026350461
Fleury2024 modular,,,0.99896073,PR,fleury2024,Fleury2024 Modular,0.3029865125240847,0.8287220026350461
Fleury2024 modular,,,0.9989619,PR,fleury2024,Fleury2024 Modular,0.30305950373404,0.8287220026350461
Fleury2024 modular,,,0.99896884,PR,fleury2024,Fleury2024 Modular,0.3031325301204819,0.8287220026350461
Fleury2024 modular,,,0.9989691,PR,fleury2024,Fleury2024 Modular,0.3029645697758496,0.8280632411067194
Fleury2024 modular,,,0.99897015,PR,fleury2024,Fleury2024 Modular,0.3030376084860173,0.8280632411067194
Fleury2024 modular,,,0.99897027,PR,fleury2024,Fleury2024 Modular,0.3031106824210272,0.8280632411067194
Fleury2024 modular,,,0.9989724,PR,fleury2024,Fleury2024 Modular,0.3029425952725518,0.8274044795783926
Fleury2024 modular,,,0.9989792,PR,fleury2024,Fleury2024 Modular,0.3030156815440289,0.8274044795783926
Fleury2024 modular,,,0.9989814,PR,fleury2024,Fleury2024 Modular,0.3028474903474903,0.8267457180500659
Fleury2024 modular,,,0.9989844,PR,fleury2024,Fleury2024 Modular,0.3029205889452088,0.8267457180500659
Fleury2024 modular,,,0.9989845,PR,fleury2024,Fleury2024 Modular,0.3029937228392081,0.8267457180500659
Fleury2024 modular,,,0.9989887,PR,fleury2024,Fleury2024 Modular,0.3030668920550591,0.8267457180500659
Fleury2024 modular,,,0.99898964,PR,fleury2024,Fleury2024 Modular,0.3031400966183575,0.8267457180500659
Fleury2024 modular,,,0.9989899,PR,fleury2024,Fleury2024 Modular,0.3030449492508458,0.8260869565217391
Fleury2024 modular,,,0.9989912,PR,fleury2024,Fleury2024 Modular,0.3031182015953589,0.8260869565217391
Fleury2024 modular,,,0.9989943,PR,fleury2024,Fleury2024 Modular,0.3031914893617021,0.8260869565217391
Fleury2024 modular,,,0.99899477,PR,fleury2024,Fleury2024 Modular,0.3030229746070133,0.8254281949934124
Fleury2024 modular,,,0.9989951,PR,fleury2024,Fleury2024 Modular,0.303096274794388,0.8254281949934124
Fleury2024 modular,,,0.99899524,PR,fleury2024,Fleury2024 Modular,0.3029276554560852,0.8247694334650857
Fleury2024 modular,,,0.9989955,PR,fleury2024,Fleury2024 Modular,0.303000968054211,0.8247694334650857
Fleury2024 modular,,,0.9989999,PR,fleury2024,Fleury2024 Modular,0.3028322440087146,0.8241106719367589
Fleury2024 modular,,,0.9990023,PR,fleury2024,Fleury2024 Modular,0.3029055690072639,0.8241106719367589
Fleury2024 modular,,,0.9990029,PR,fleury2024,Fleury2024 Modular,0.3029789295228869,0.8241106719367589
Fleury2024 modular,,,0.99900407,PR,fleury2024,Fleury2024 Modular,0.3030523255813953,0.8241106719367589
Fleury2024 modular,,,0.9990068,PR,fleury2024,Fleury2024 Modular,0.3031257572086261,0.8241106719367589
Fleury2024 modular,,,0.9990081,PR,fleury2024,Fleury2024 Modular,0.3029568589432865,0.8234519104084321
Fleury2024 modular,,,0.99900925,PR,fleury2024,Fleury2024 Modular,0.303030303030303,0.8234519104084321
Fleury2024 modular,,,0.99900985,PR,fleury2024,Fleury2024 Modular,0.3031037827352085,0.8234519104084321
Fleury2024 modular,,,0.9990108,PR,fleury2024,Fleury2024 Modular,0.3031772980839194,0.8234519104084321
Fleury2024 modular,,,0.9990115,PR,fleury2024,Fleury2024 Modular,0.3032508491023775,0.8234519104084321
Fleury2024 modular,,,0.99901617,PR,fleury2024,Fleury2024 Modular,0.3033244358165494,0.8234519104084321
Fleury2024 modular,,,0.99901664,PR,fleury2024,Fleury2024 Modular,0.3033980582524271,0.8234519104084321
Fleury2024 modular,,,0.9990176,PR,fleury2024,Fleury2024 Modular,0.3034717164360281,0.8234519104084321
Fleury2024 modular,,,0.99902415,PR,fleury2024,Fleury2024 Modular,0.3035454103933948,0.8234519104084321
Fleury2024 modular,,,0.9990258,PR,fleury2024,Fleury2024 Modular,0.3033762448384746,0.8227931488801054
Fleury2024 modular,,,0.99903476,PR,fleury2024,Fleury2024 Modular,0.3034499514091351,0.8227931488801054
Fleury2024 modular,,,0.999038,PR,fleury2024,Fleury2024 Modular,0.303280680437424,0.8221343873517787
