model,fpr,tpr,threshold,curve,model_key,display_model,precision,recall
Wang2021 BiLSTM,0.1851993865030675,0.8616600790513834,0.99914527,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1855828220858895,0.8616600790513834,0.99914503,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1859662576687116,0.8616600790513834,0.9991443,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1863496932515337,0.8616600790513834,0.9991424,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1863496932515337,0.8623188405797102,0.9991416,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1867331288343558,0.8623188405797102,0.9991386,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1867331288343558,0.8629776021080369,0.99913675,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1873082822085889,0.8629776021080369,0.999134,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1873082822085889,0.8636363636363636,0.9991334,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1880751533742331,0.8636363636363636,0.9991241,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1880751533742331,0.8642951251646904,0.999124,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1882668711656441,0.8642951251646904,0.99912244,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1882668711656441,0.8649538866930171,0.9991216,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1886503067484662,0.8649538866930171,0.9991155,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1888420245398773,0.8656126482213439,0.9991146,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1892254601226994,0.8656126482213439,0.99911255,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1892254601226994,0.8662714097496707,0.9991124,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1899923312883435,0.8662714097496707,0.99910516,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1899923312883435,0.8675889328063241,0.99910283,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1903757668711656,0.8675889328063241,0.9991027,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1909509202453987,0.8675889328063241,0.9990984,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1909509202453987,0.8689064558629777,0.999094,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1915260736196319,0.8689064558629777,0.99908996,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1915260736196319,0.8702239789196311,0.99908805,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1940184049079754,0.8702239789196311,0.9990563,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1940184049079754,0.8708827404479579,0.9990553,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1942101226993865,0.8708827404479579,0.9990497,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1942101226993865,0.8715415019762845,0.9990495,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1947852760736196,0.8715415019762845,0.99904305,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1947852760736196,0.8722002635046113,0.99904245,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1949769938650306,0.8722002635046113,0.9990404,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1949769938650306,0.8728590250329381,0.9990397,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1957438650306748,0.8728590250329381,0.999037,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1957438650306748,0.8735177865612648,0.99903643,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1959355828220859,0.8735177865612648,0.9990363,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1959355828220859,0.8741765480895916,0.9990356,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1970858895705521,0.8741765480895916,0.9990208,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1970858895705521,0.8748353096179183,0.9990158,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1976610429447853,0.8748353096179183,0.99901056,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1980444785276073,0.8748353096179183,0.9990085,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1980444785276073,0.8754940711462451,0.99900633,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1984279141104294,0.8754940711462451,0.9990038,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1984279141104294,0.8761528326745718,0.9990031,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1990030674846625,0.8761528326745718,0.998998,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1993865030674846,0.8761528326745718,0.99899584,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.1993865030674846,0.8768115942028986,0.99899536,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2037960122699386,0.8768115942028986,0.9989698,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2037960122699386,0.8774703557312253,0.998968,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2076303680981595,0.8774703557312253,0.9989316,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2076303680981595,0.878129117259552,0.99893147,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2085889570552147,0.878129117259552,0.9989229,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2089723926380368,0.878129117259552,0.99892265,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2089723926380368,0.8787878787878788,0.9989208,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2095475460122699,0.8787878787878788,0.99891806,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2095475460122699,0.8794466403162056,0.9989171,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2105061349693251,0.8794466403162056,0.99891233,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2105061349693251,0.8801054018445322,0.9989104,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2106978527607362,0.8801054018445322,0.99890935,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2106978527607362,0.880764163372859,0.99890924,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2116564417177914,0.880764163372859,0.9989021,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2116564417177914,0.8814229249011858,0.99890196,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2137653374233128,0.8814229249011858,0.9988864,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2137653374233128,0.8820816864295126,0.9988832,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2151073619631902,0.8820816864295126,0.9988763,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2151073619631902,0.8827404479578392,0.99887615,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2170245398773006,0.8827404479578392,0.9988613,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2170245398773006,0.883399209486166,0.9988612,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2172162576687116,0.8840579710144928,0.99885917,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.219133435582822,0.8840579710144928,0.9988469,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.219133435582822,0.8847167325428195,0.99884677,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2202837423312883,0.8847167325428195,0.99884194,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2204754601226994,0.8853754940711462,0.9988399,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2206671779141104,0.8853754940711462,0.9988324,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2206671779141104,0.8866930171277997,0.99882895,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2237346625766871,0.8866930171277997,0.9987903,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2237346625766871,0.8880105401844532,0.99878424,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2243098159509202,0.8880105401844532,0.99878234,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2243098159509202,0.88866930171278,0.9987804,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2254601226993865,0.88866930171278,0.99876803,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2254601226993865,0.8893280632411067,0.99876356,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2268021472392638,0.8893280632411067,0.99875474,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2271855828220859,0.8893280632411067,0.99875414,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.227760736196319,0.8893280632411067,0.99874973,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2281441717791411,0.8893280632411067,0.9987495,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2292944785276073,0.8893280632411067,0.9987373,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2292944785276073,0.8899868247694335,0.99873227,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2296779141104294,0.8899868247694335,0.9987288,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2296779141104294,0.8919631093544137,0.99872404,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2315950920245398,0.8919631093544137,0.99869823,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2315950920245398,0.8926218708827405,0.99869424,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2317868098159509,0.8926218708827405,0.99869317,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2317868098159509,0.8932806324110671,0.998692,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2325536809815951,0.8932806324110671,0.99868757,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2325536809815951,0.8952569169960475,0.9986811,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2338957055214724,0.8952569169960475,0.9986739,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2338957055214724,0.8959156785243741,0.9986733,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2340874233128834,0.8959156785243741,0.99867105,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2340874233128834,0.8965744400527009,0.9986702,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2346625766871165,0.8965744400527009,0.99866724,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2346625766871165,0.8972332015810277,0.9986657,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2354294478527607,0.8972332015810277,0.9986626,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2358128834355828,0.8972332015810277,0.9986576,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2371549079754601,0.8972332015810277,0.9986432,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2371549079754601,0.8978919631093544,0.99863654,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2373466257668711,0.8978919631093544,0.9986319,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2373466257668711,0.8985507246376812,0.9986318,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2375383435582822,0.8985507246376812,0.9986307,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2375383435582822,0.8992094861660079,0.9986259,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2384969325153374,0.8992094861660079,0.9986167,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2384969325153374,0.8998682476943346,0.9986166,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2386886503067484,0.8998682476943346,0.99861324,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2386886503067484,0.9005270092226614,0.998611,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2417561349693251,0.9005270092226614,0.9985877,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2417561349693251,0.9018445322793148,0.99858093,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2419478527607362,0.9018445322793148,0.99857974,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2419478527607362,0.9025032938076416,0.9985795,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.245782208588957,0.9025032938076416,0.9985354,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.245782208588957,0.9031620553359684,0.9985323,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2473159509202454,0.9031620553359684,0.9985178,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2473159509202454,0.9044795783926218,0.99851555,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2492331288343558,0.9044795783926218,0.99848455,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2492331288343558,0.9057971014492754,0.9984761,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2496165644171779,0.9057971014492754,0.99847287,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.25,0.9057971014492754,0.99847263,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2503834355828221,0.9057971014492754,0.9984712,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2503834355828221,0.906455862977602,0.9984706,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2511503067484663,0.906455862977602,0.99846303,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2511503067484663,0.9077733860342556,0.9984602,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2519171779141104,0.9077733860342556,0.9984554,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2519171779141104,0.9084321475625824,0.9984528,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2526840490797546,0.9084321475625824,0.9984487,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2530674846625766,0.9084321475625824,0.998447,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2534509202453988,0.9084321475625824,0.99844617,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2534509202453988,0.9090909090909092,0.9984452,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.254409509202454,0.9090909090909092,0.99843925,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.254409509202454,0.9097496706192358,0.9984352,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2549846625766871,0.9097496706192358,0.99843234,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2549846625766871,0.9104084321475626,0.998429,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2551763803680981,0.9104084321475626,0.99842787,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2551763803680981,0.9110671936758892,0.998423,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2565184049079754,0.9110671936758892,0.99841213,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2565184049079754,0.9123847167325428,0.9984086,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2569018404907975,0.9123847167325428,0.99840647,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2569018404907975,0.9130434782608696,0.99840397,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2570935582822086,0.9130434782608696,0.99840266,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2570935582822086,0.9137022397891964,0.9984022,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2580521472392638,0.9137022397891964,0.9983925,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2584355828220859,0.9137022397891964,0.9983883,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2622699386503067,0.9137022397891964,0.9983494,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2622699386503067,0.9143610013175232,0.9983413,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.263803680981595,0.9143610013175232,0.99832577,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.263803680981595,0.9163372859025032,0.99832314,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2641871165644172,0.9163372859025032,0.99831307,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2645705521472393,0.9163372859025032,0.99831116,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2666794478527607,0.9163372859025032,0.9982918,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2666794478527607,0.91699604743083,0.99828964,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2668711656441718,0.91699604743083,0.9982893,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2668711656441718,0.9176548089591569,0.99828666,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.267829754601227,0.9176548089591569,0.9982799,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.267829754601227,0.9183135704874836,0.9982786,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2682131901840491,0.9183135704874836,0.99827397,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2682131901840491,0.9189723320158104,0.9982728,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2689800613496932,0.9189723320158104,0.99826163,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2689800613496932,0.9202898550724636,0.9982597,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2691717791411043,0.9202898550724636,0.9982578,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2691717791411043,0.9209486166007904,0.99825686,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2705138036809816,0.9209486166007904,0.9982222,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2705138036809816,0.9216073781291172,0.99822026,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2707055214723926,0.9216073781291172,0.9982147,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2710889570552147,0.9216073781291172,0.9982139,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2714723926380368,0.9216073781291172,0.99821305,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2714723926380368,0.922266139657444,0.9982079,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2720475460122699,0.922266139657444,0.9981957,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2720475460122699,0.9242424242424242,0.9981914,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2730061349693251,0.9242424242424242,0.99818075,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2733895705521472,0.9242424242424242,0.99817777,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2739647239263804,0.9242424242424242,0.9981756,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2739647239263804,0.924901185770751,0.9981754,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2760736196319018,0.924901185770751,0.9981501,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2760736196319018,0.9255599472990778,0.99814796,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2774156441717791,0.9255599472990778,0.998133,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2774156441717791,0.9262187088274044,0.99813205,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2781825153374233,0.9262187088274044,0.9981244,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2781825153374233,0.9268774703557312,0.99812347,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2793328220858895,0.9268774703557312,0.9981067,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2793328220858895,0.927536231884058,0.9981065,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2822085889570552,0.927536231884058,0.9980629,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2822085889570552,0.9281949934123848,0.99806243,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2833588957055215,0.9281949934123848,0.99805105,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2833588957055215,0.9288537549407114,0.9980494,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2839340490797546,0.9288537549407114,0.99804294,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2839340490797546,0.9295125164690382,0.9980416,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2847009202453988,0.9295125164690382,0.9980373,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2847009202453988,0.930171277997365,0.9980369,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.285659509202454,0.930171277997365,0.99802077,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.285659509202454,0.9321475625823452,0.9980142,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2862346625766871,0.9321475625823452,0.9980096,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2862346625766871,0.932806324110672,0.99800736,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2866180981595092,0.932806324110672,0.9980046,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2866180981595092,0.9334650856389988,0.9980026,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2868098159509202,0.9334650856389988,0.9980019,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2868098159509202,0.9341238471673254,0.9980013,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2870015337423313,0.9341238471673254,0.9980008,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2870015337423313,0.9347826086956522,0.99799937,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2881518404907975,0.9347826086956522,0.9979924,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2881518404907975,0.9354413702239788,0.9979881,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2883435582822086,0.9354413702239788,0.99798334,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2883435582822086,0.9367588932806324,0.9979797,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2889187116564417,0.9367588932806324,0.9979723,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2889187116564417,0.9374176548089592,0.99796945,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2900690184049079,0.9374176548089592,0.99796224,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2900690184049079,0.938076416337286,0.99795926,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2916027607361963,0.938076416337286,0.9979394,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2916027607361963,0.9387351778656128,0.99793905,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2942868098159509,0.9387351778656128,0.9979063,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2942868098159509,0.9393939393939394,0.99790406,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2952453987730061,0.9393939393939394,0.9978897,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2952453987730061,0.940052700922266,0.99788815,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2963957055214724,0.940052700922266,0.9978682,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.2963957055214724,0.9407114624505928,0.99786633,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.299271472392638,0.9407114624505928,0.9978198,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.299271472392638,0.9413702239789196,0.99781644,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3002300613496932,0.9413702239789196,0.9977933,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3002300613496932,0.9420289855072465,0.9977883,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3004217791411043,0.9420289855072465,0.9977882,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3004217791411043,0.9426877470355732,0.9977876,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3013803680981595,0.9426877470355732,0.9977812,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3013803680981595,0.9433465085639,0.99777883,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3017638036809816,0.9433465085639,0.9977719,ROC,wang2021,Wang2021 BiLSTM,,
